City_ID,City,Lat,Lng,Max Temp,Humidity,Clouds,Wind,Country,Date
81,Mount Gambier,-37.8333,140.7667,73.31,43,43,17.27,AU,1645755934
82,Northam,51.0333,-4.2167,45.61,76,5,24.36,GB,1645755935
83,Port Blair,11.6667,92.75,82.44,78,20,9.22,IN,1645755704
84,Puerto Ayora,-0.7393,-90.3518,75.34,86,86,7.05,EC,1645755935
85,Zvishavane,-20.3267,30.0665,62.73,78,0,3.44,ZW,1645755936
86,Salta,-24.7859,-65.4117,73.99,87,40,8.05,AR,1645755936
87,Arraial do Cabo,-22.9661,-42.0278,76.28,87,0,3.89,BR,1645755886
88,Kiunga,-6.1219,141.2906,74.34,96,100,1.12,PG,1645755937
89,Qaanaaq,77.484,-69.3632,-14.15,57,96,5.08,GL,1645755937
90,Leningradskiy,69.3833,178.4167,-1.71,95,99,6.13,RU,1645755938
91,Talnakh,69.4865,88.3972,-7.42,80,98,8.63,RU,1645755938
92,Hamilton,39.1834,-84.5333,36.45,95,100,6.91,US,1645755939
93,Caravelas,-17.7125,-39.2481,76.82,89,1,5.14,BR,1645755939
94,Luanda,-8.8368,13.2343,77.41,86,100,8.55,AO,1645755933
95,Pouembout,-21.1333,164.9,85.95,67,100,4.03,NC,1645755940
96,Giulianova,42.7612,13.9537,50.99,36,3,3.85,IT,1645755940
97,Mahébourg,-20.4081,57.7,77.29,88,40,3.44,MU,1645755940
98,Seoul,37.5683,126.9778,47.71,56,5,5.75,KR,1645755821
99,Cleethorpes,53.5605,-0.0323,41.97,75,20,11.5,GB,1645755941
100,Diffa,13.3154,12.6113,65.64,26,6,9.75,NE,1645755941
101,Souillac,-20.5167,57.5167,77.38,88,40,3.44,MU,1645755942
102,Tura,25.5198,90.2201,64.94,64,98,2.59,IN,1645755942
103,Capinópolis,-18.6819,-49.5697,73.13,80,0,2.75,BR,1645755943
104,Saldanha,-33.0117,17.9442,62.65,96,10,9.91,ZA,1645755943
105,City of San Pedro,14.35,121.0167,85.32,62,40,8.05,PH,1645755943
106,Bengkulu,-3.8004,102.2655,80.71,70,93,4.29,ID,1645755944
107,Thompson,55.7435,-97.8558,-2.04,65,0,6.91,CA,1645755944
108,Cockburn Town,21.4612,-71.1419,75.49,62,0,22.48,TC,1645755791
109,Kaabong,3.4836,34.1492,67.59,60,100,5.48,UG,1645755945
110,Lorengau,-2.0226,147.2712,82.63,76,100,9.17,PG,1645755945
111,Nacala,-14.5428,40.6728,75.29,91,100,1.72,MZ,1645755946
112,Omsukchan,62.5333,155.8,-7.6,95,100,6.49,RU,1645755946
113,Channel-Port aux Basques,47.5702,-59.1367,20.57,77,95,22.95,CA,1645755947
114,Dikson,73.5069,80.5464,-4.58,98,100,8.43,RU,1645755947
115,Atbasar,51.8,68.3333,26.15,97,100,7.96,KZ,1645755947
116,Bluff,-46.6,168.3333,67.8,72,9,4.9,NZ,1645755948
117,Walvis Bay,-22.9575,14.5053,66.09,94,0,10.36,NA,1645755948
118,Santiago del Estero,-27.7951,-64.2615,76.6,56,55,9.1,AR,1645755949
119,Westport,41.1415,-73.3579,33.76,44,100,6.91,US,1645755949
120,East London,-33.0153,27.9116,72.68,85,20,11.45,ZA,1645755883
121,Flinders,-34.5833,150.8552,73.38,94,100,1.95,AU,1645755950
122,Port Augusta,-32.5,137.7667,95.7,36,38,13.78,AU,1645755950
123,Wallaceburg,42.593,-82.3885,25.38,80,100,13.56,CA,1645755950
124,Talcahuano,-36.7167,-73.1167,58.68,100,100,2.3,CL,1645755951
125,Agadez,19.75,10.25,56.73,20,3,9.22,NE,1645755951
126,Klaksvík,62.2266,-6.589,32.92,60,100,26.22,FO,1645755952
127,Nanortalik,60.1432,-45.2371,20.43,76,100,13.15,GL,1645755952
128,Cherskiy,68.75,161.3,-6.3,94,100,4.14,RU,1645755952
129,Bathsheba,13.2167,-59.5167,77.61,83,40,12.66,BB,1645755953
130,Daru,-9.0763,143.2092,75.24,93,100,13.22,PG,1645755953
131,Morón,-34.6534,-58.6198,69.55,98,0,2.42,AR,1645755954
132,Saint Anthony,45.0205,-93.218,12.4,84,100,8.05,US,1645755954
133,Kidal,18.4411,1.4078,73.06,13,0,10.8,ML,1645755954
134,San Cristobal,7.7669,-72.225,68.18,94,83,2.68,VE,1645755955
135,Hofn,64.2539,-15.2082,21.72,62,0,9.42,IS,1645755955
136,Oussouye,12.485,-16.5469,68.67,79,2,8.55,SN,1645755956
137,Mossamedes,-15.1961,12.1522,75.45,84,3,2.01,AO,1645755956
138,Plettenberg Bay,-34.0527,23.3716,70.59,96,76,0.78,ZA,1645755956
139,Road Town,18.4167,-64.6167,75.29,78,20,10.36,VG,1645755957
140,Avarua,-21.2078,-159.775,84.25,79,75,12.66,CK,1645755957
141,Kinango,-4.1372,39.3153,73.8,92,100,2.42,KE,1645755958
142,Järvenpää,60.4737,25.0899,36.48,85,75,17.27,FI,1645755958
143,West Wendover,40.7391,-114.0733,25.25,65,100,2.24,US,1645755958
144,Goma,-1.6792,29.2228,61.95,91,95,2.28,CD,1645755959
145,Eséka,3.65,10.7667,71.71,99,27,0.25,CM,1645755959
146,Dunedin,-45.8742,170.5036,65.8,60,22,15.01,NZ,1645755960
147,Mitú,1.1983,-70.1733,72.63,98,97,2.24,CO,1645755960
148,Tomatlán,19.9333,-105.25,69.96,68,0,2.42,MX,1645755960
149,Vanimo,-2.6741,141.3028,82.13,75,99,6.2,PG,1645755961
150,Santa Rosa,14.3122,121.1114,86.09,64,14,16.62,PH,1645755961
151,Nikolskoye,59.7035,30.7861,34.88,86,100,13.53,RU,1645755961
152,Bijie,27.3125,105.2942,35.46,95,100,2.62,CN,1645755962
153,Cape Town,-33.9258,18.4232,68.11,88,0,12.66,ZA,1645755867
154,Paciran,-6.8767,112.3761,81.59,76,85,5.7,ID,1645755962
155,Upernavik,72.7868,-56.1549,-27.81,97,100,14.41,GL,1645755963
156,Donskoye,45.4552,41.9741,39.33,85,100,14.23,RU,1645755963
157,Roald,62.5833,6.1333,39.34,70,100,6.91,NO,1645755964
158,Lagos,6.5833,3.75,80.92,92,29,3.02,NG,1645755944
159,Goderich,43.7501,-81.7165,20.91,58,85,16.11,CA,1645755964
160,Araçuaí,-16.8497,-42.0703,72.88,88,26,1.99,BR,1645755965
161,Tiksi,71.6872,128.8694,-7.67,100,100,6.04,RU,1645755965
162,Esperance,-33.8667,121.9,78.64,46,100,17.29,AU,1645755965
163,Gumia,23.7833,85.8167,69.55,55,87,1.5,IN,1645755966
164,Halifax,44.6453,-63.5724,21.25,68,0,4.61,CA,1645755814
165,New Norfolk,-42.7826,147.0587,65.66,49,95,1.99,AU,1645755966
166,Padang,-0.9492,100.3543,86.05,70,100,0.98,ID,1645755967
167,Manta,-0.95,-80.7333,78.58,83,75,4.61,EC,1645755798
168,Jalu,29.0331,21.5482,56.1,55,77,10.74,LY,1645755968
169,Chapais,49.7834,-74.8492,-18.62,100,53,2.59,CA,1645755968
170,Cabo San Lucas,22.8909,-109.9124,70.11,73,0,4.61,MX,1645755968
171,Fiumicino,41.7675,12.2291,51.78,86,0,3.44,IT,1645755969
172,Constitución,-35.3333,-72.4167,57.63,93,2,6.38,CL,1645755969
173,Narsaq,60.9167,-46.05,23.22,77,100,7.16,GL,1645755969
174,Beringovskiy,63.05,179.3167,22.5,96,100,10.87,RU,1645755970
175,Bredasdorp,-34.5322,20.0403,69.28,86,99,6.35,ZA,1645755970
176,Kosh-Agach,50.0,88.6667,-6.23,96,96,2.53,RU,1645755971
177,Saint George,37.1041,-113.5841,42.64,40,0,5.75,US,1645755971
178,Saint-Louis,16.3333,-15.0,71.29,47,0,11.25,SN,1645755971
179,Chunskiy,56.0815,99.6342,7.25,96,99,3.2,RU,1645755972
180,Yerbogachën,61.2767,108.0108,-3.55,94,99,1.86,RU,1645755972
181,Sekoma,-24.4,23.8833,75.11,29,73,6.17,BW,1645755973
182,Mahon,39.8885,4.2658,46.96,100,0,8.05,ES,1645755973
183,Huarmey,-10.0681,-78.1522,72.61,81,83,7.23,PE,1645755973
184,Grand Gaube,-20.0064,57.6608,77.4,84,100,8.28,MU,1645755974
185,High Level,58.5169,-117.136,15.91,86,0,2.3,CA,1645755974
186,Carnarvon,-24.8667,113.6333,82.47,69,9,19.57,AU,1645755975
187,Ribeira Grande,38.5167,-28.7,58.39,66,12,8.34,PT,1645755975
188,Ginda,30.6945,78.4932,32.97,68,82,7.05,IN,1645755975
189,Buraidah,26.326,43.975,66.65,49,38,10.54,SA,1645755976
190,Olafsvik,64.8945,-23.7142,27.18,70,75,14.83,IS,1645755976
191,Jiuquan,39.7432,98.5174,33.58,24,0,4.14,CN,1645755977
192,Várzea Alegre,-5.35,-40.3833,76.87,64,76,3.96,BR,1645755977
193,Bratsk,56.1325,101.6142,12.69,99,100,4.5,RU,1645755977
194,Licata,37.1071,13.9461,46.54,71,72,3.15,IT,1645755978
195,Frankenberg,51.0667,8.8,35.69,75,93,13.49,DE,1645755978
196,Nemuro,43.3236,145.575,30.63,71,36,12.46,JP,1645755979
197,Springdale,36.1867,-94.1288,25.57,95,100,11.5,US,1645755958
198,Changji,44.0167,87.3167,12.99,92,51,2.24,CN,1645755979
199,Departamento de Maldonado,-34.6667,-54.9167,71.22,96,35,4.9,UY,1645755806
200,Bandarbeyla,9.4942,50.8122,75.87,73,100,7.14,SO,1645755980
201,Rørvik,64.8621,11.2373,35.08,83,99,11.25,NO,1645755980
202,Acapulco de Juárez,16.8634,-99.8901,80.42,78,0,8.05,MX,1645755888
203,Alofi,-19.0595,-169.9187,75.09,23,100,9.22,NU,1645755981
204,Soyo,-6.1349,12.3689,79.65,84,100,3.87,AO,1645755981
205,Ketchikan,55.3422,-131.6461,35.58,86,100,3.44,US,1645755982
206,Pamekasan,-7.1568,113.4746,82.13,76,99,7.74,ID,1645755982
207,Lázaro Cárdenas,17.9583,-102.2,76.91,76,0,4.0,MX,1645755735
208,Pevek,69.7008,170.3133,-6.99,94,100,0.89,RU,1645755983
209,Avera,33.194,-82.5271,72.72,69,0,5.39,US,1645755873
210,Les Cayes,18.2,-73.75,76.01,72,37,7.09,HT,1645755983
211,Ellisras,-23.6649,27.7443,72.39,56,84,6.06,ZA,1645755983
212,Tasiilaq,65.6145,-37.6368,21.36,73,100,28.68,GL,1645755984
213,Rancho Palos Verdes,33.7445,-118.387,55.53,58,0,10.36,US,1645755896
214,Ailigandí,9.2333,-78.0167,78.26,81,49,13.02,PA,1645755984
215,Barguzin,53.6167,109.6167,17.2,91,95,6.64,RU,1645755985
216,Sinnamary,5.3833,-52.95,77.13,89,100,10.49,GF,1645755985
217,Yar-Sale,66.8333,70.8333,9.52,90,100,8.48,RU,1645755986
218,Stephenville,32.2207,-98.2023,28.74,87,100,3.0,US,1645755882
219,Salina Cruz,16.1667,-95.2,81.16,69,0,6.44,MX,1645755986
220,Ancud,-41.8697,-73.8203,57.42,87,32,6.4,CL,1645755987
221,Altay,47.8667,88.1167,16.05,67,77,5.61,CN,1645755987
222,Longyearbyen,78.2186,15.6401,-13.16,64,20,3.44,SJ,1645755987
223,Talara,-4.5772,-81.2719,72.97,82,98,4.99,PE,1645755988
224,Kupang,-10.1667,123.5833,80.01,82,100,13.82,ID,1645755988
225,Caxito,-8.5785,13.6643,75.47,95,100,4.09,AO,1645755988
226,Sisimiut,66.9395,-53.6735,-17.18,96,47,6.6,GL,1645755989
227,Provideniya,64.3833,-173.3,32.36,93,100,13.42,RU,1645755989
228,Maragogi,-9.0122,-35.2225,79.57,73,10,8.23,BR,1645755990
229,Pravda,46.9396,142.009,24.8,67,31,10.8,RU,1645755994
230,George Town,5.4112,100.3354,80.53,85,40,11.5,MY,1645755800
231,Brae,60.3964,-1.353,37.31,58,100,28.36,GB,1645755995
232,Kargopol',61.5071,38.9456,29.39,91,100,11.99,RU,1645755995
233,Bac Lieu,9.285,105.7244,83.35,60,98,21.36,VN,1645755995
234,Lavrentiya,65.5833,-171.0,31.66,99,100,13.8,RU,1645755996
235,Port Alfred,-33.5906,26.891,73.11,88,22,19.66,ZA,1645755996
236,Gander,48.9682,-54.5906,15.93,72,75,10.36,CA,1645755997
237,Laguna,38.421,-121.4238,53.89,35,0,4.61,US,1645755929
238,Nakhon Phanom,17.3333,104.4167,66.0,57,52,5.55,TH,1645755997
239,San Patricio,28.017,-97.5169,44.46,69,91,14.63,US,1645755998
240,Finschhafen,-6.6024,147.8681,85.86,71,100,7.23,PG,1645755998
241,Saskylakh,71.9167,114.0833,-19.43,97,96,2.8,RU,1645755998
242,Hobyo,5.3505,48.5268,77.56,80,65,12.62,SO,1645755999
243,Aksu,41.1231,80.2644,34.95,47,100,4.34,CN,1645755999
244,Kiryat Gat,31.61,34.7642,55.4,100,17,12.48,IL,1645755783
245,Guía de Isora,28.2115,-16.7795,61.16,70,17,4.43,ES,1645756000
246,Margate,51.3813,1.3862,40.75,73,8,5.01,GB,1645756000
247,The Pas,53.8251,-101.2541,-7.58,77,0,4.61,CA,1645756001
248,Birao,10.2849,22.7882,69.4,14,99,4.14,CF,1645756001
249,Lompoc,34.6391,-120.4579,53.13,66,0,16.11,US,1645756001
250,Port Elizabeth,-33.918,25.5701,75.09,88,40,11.5,ZA,1645756002
251,Kitimat,54.0524,-128.6534,28.78,63,24,1.34,CA,1645756002
252,Anloga,5.7947,0.8973,80.82,85,14,8.81,GH,1645756003
253,Mashhad,36.297,59.6062,39.34,81,0,4.61,IR,1645755897
254,Acaraú,-2.8856,-40.12,80.85,80,100,14.43,BR,1645756003
255,Turukhansk,65.8167,87.9833,12.38,91,100,13.51,RU,1645756003
256,Maceió,-9.6658,-35.7353,76.44,88,20,3.44,BR,1645755840
257,Vitória do Mearim,-3.4622,-44.8706,74.17,97,99,3.36,BR,1645756004
258,Muroto-misakicho,33.2833,134.15,48.24,49,0,2.01,JP,1645756004
259,Gizo Government Station,-8.103,156.8419,80.96,79,100,3.78,SB,1645756005
260,Solnechnyy,50.7214,136.6319,17.78,83,32,3.67,RU,1645756005
261,Baykalovo,57.3981,63.7684,11.75,96,95,5.53,RU,1645756006
262,Sobolevo,54.4299,31.8996,34.05,78,100,13.85,RU,1645756006
263,Mīzan Teferī,6.9833,35.5833,65.3,72,100,1.74,ET,1645756007
264,Tananger,58.9333,5.6,36.91,93,75,8.05,NO,1645756007
265,Waingapu,-9.6567,120.2641,81.68,73,100,7.4,ID,1645756008
266,Tigzirt,36.8886,4.1198,56.3,67,100,7.4,DZ,1645756008
267,Kavieng,-2.5744,150.7967,82.06,79,97,11.32,PG,1645756008
268,College,64.8569,-147.8028,31.08,86,75,0.0,US,1645755931
269,Kurtamysh,54.9103,64.4319,13.48,96,11,6.71,RU,1645756009
270,Londiani,-0.165,35.5909,53.58,83,100,4.59,KE,1645756009
271,Bermejo,-32.8833,-68.8,66.11,63,0,3.44,AR,1645756010
272,Juruti,-2.1522,-56.0922,74.55,91,92,3.38,BR,1645756010
273,Mitsamiouli,-11.3847,43.2844,81.52,80,100,6.2,KM,1645756011
274,Ilampillai,11.6,78.0,70.11,71,100,3.18,IN,1645756011
275,Beitbridge,-22.2167,30.0,72.46,55,5,13.94,ZW,1645756012
276,Quilmaná,-12.95,-76.3833,71.4,85,99,2.91,PE,1645756012
277,Sosnovo-Ozerskoye,52.5249,111.5418,12.09,83,97,10.36,RU,1645756013
278,Rawson,-43.3002,-65.1023,59.54,84,100,18.03,AR,1645756013
279,Necochea,-38.5473,-58.7368,65.03,50,1,14.34,AR,1645756013
280,Igrim,63.1906,64.4162,-3.41,99,65,4.5,RU,1645756014
281,Yokadouma,3.5167,15.05,66.69,44,29,1.43,CM,1645756014
282,Safi,32.2994,-9.2372,61.48,84,48,2.33,MA,1645756015
283,Port Hardy,50.6996,-127.4199,43.75,87,40,0.0,CA,1645755846
284,Dariba,24.95,74.1333,53.71,39,29,1.21,IN,1645756015
285,Bethel,41.3712,-73.414,31.57,50,100,4.61,US,1645755857
286,Pāvilosta,56.8879,21.1859,40.95,90,100,23.71,LV,1645756016
287,Sitka,57.0531,-135.33,42.69,70,100,4.61,US,1645756016
288,Miandrivazo,-19.5167,45.4667,76.73,86,100,2.91,MG,1645756017
289,Adrar,20.5022,-10.0711,78.13,5,100,7.58,MR,1645756017
290,Carauari,-4.8828,-66.8958,73.81,97,100,1.48,BR,1645756018
291,Severo-Kuril'sk,50.6789,156.125,27.21,66,98,30.11,RU,1645756018
292,Cidreira,-30.1811,-50.2056,75.69,80,99,20.29,BR,1645756019
293,Teacapan,22.55,-105.75,68.74,69,0,10.13,MX,1645756019
294,Naze,28.3667,129.4833,59.92,54,5,12.86,JP,1645756020
295,Lagoa,39.05,-27.9833,57.09,69,6,7.4,PT,1645756020
296,Flin Flon,54.7682,-101.865,-0.9,93,10,7.81,CA,1645756021
297,Vao,-22.6667,167.4833,79.09,78,85,13.62,NC,1645756021
298,Deputatsky,69.3,139.9,-2.36,82,100,3.36,RU,1645756022
299,Vilhena,-12.7406,-60.1458,69.48,96,21,2.77,BR,1645756022
300,Kudahuvadhoo,2.6708,72.8944,82.56,72,24,12.93,MV,1645756023
301,Henties Bay,-22.116,14.2845,65.86,87,0,7.72,NA,1645756023
302,Korla,41.7597,86.1469,32.72,43,30,1.79,CN,1645756023
303,Paamiut,61.994,-49.6678,-0.58,94,100,24.11,GL,1645756024
304,Adilabad,19.6667,78.5333,75.51,41,0,3.24,IN,1645756025
305,Puerto Escondido,15.85,-97.0667,79.27,72,0,1.72,MX,1645756025
306,San Ramon,37.7799,-121.978,51.3,57,0,11.5,US,1645755879
307,Vanavara,60.34,102.2797,4.8,98,100,3.44,RU,1645756026
308,Katangli,51.7102,143.2326,20.35,79,27,18.1,RU,1645756027
309,Quang Ngai,15.1167,108.8,66.83,88,100,7.96,VN,1645755968
310,Basco,20.4487,121.9702,72.59,78,100,24.11,PH,1645756027
311,Turan,16.0678,108.2208,71.58,64,75,2.3,VN,1645755943
312,Kamaishi,39.2667,141.8833,36.55,58,35,17.98,JP,1645756028
313,Coihueco,-36.6167,-71.8333,59.74,77,0,3.44,CL,1645756015
314,Newport,51.5877,-2.9984,44.46,74,24,1.01,GB,1645756028
315,Fethiye,36.6217,29.1164,48.07,80,99,6.44,TR,1645756029
316,Bulgan,48.8125,103.5347,8.26,82,9,2.26,MN,1645756029
317,Ixtapa,20.7,-105.2,72.63,83,0,5.75,MX,1645755923
318,Sōja,34.6667,133.75,47.39,53,40,8.05,JP,1645756030
319,Saint-Joseph,-21.3667,55.6167,73.78,87,100,5.5,RE,1645755749
320,Nogliki,51.8333,143.1667,20.79,78,23,17.56,RU,1645756031
321,Altamira,-3.2033,-52.2064,73.76,97,100,2.15,BR,1645756031
322,Dongsheng,39.8161,109.9776,30.02,28,77,12.39,CN,1645756032
323,Cayenne,4.9333,-52.3333,74.08,91,75,3.44,GF,1645756032
324,Kwang Binh,17.4833,106.6,60.71,84,100,8.63,VN,1645756033
325,Atambua,-9.1061,124.8925,76.89,85,99,9.35,ID,1645756034
326,Tual,-5.6667,132.75,82.04,76,100,15.21,ID,1645756035
327,Örnsköldsvik,63.2909,18.7153,10.22,96,100,2.51,SE,1645756035
328,Alghero,40.5589,8.3181,37.49,100,40,1.14,IT,1645756035
329,Whitehorse,60.7161,-135.0538,25.57,68,75,16.11,CA,1645756036
330,Samarinda,-0.5,117.15,77.49,88,100,2.93,ID,1645756036
331,Gazalkent,41.5581,69.7708,37.76,84,100,4.41,UZ,1645756037
332,Kiri Buru,22.0833,85.35,69.69,49,48,2.01,IN,1645756037
333,Gafanha da Encarnação,40.6181,-8.733,56.88,69,100,5.73,PT,1645756038
334,Pierre,44.3683,-100.351,-1.71,84,0,5.01,US,1645755977
335,Touros,-5.1989,-35.4608,81.5,71,1,14.67,BR,1645756038
336,Jalalpur Jattan,32.6374,74.2183,51.67,82,40,4.61,PK,1645756039
337,Pandan,14.0453,124.1694,79.84,80,96,17.74,PH,1645756039
338,Chimoré,-16.9833,-65.1333,72.73,99,100,2.46,BO,1645756039
339,San Jose,37.3394,-121.895,53.31,62,75,14.97,US,1645755871
340,The Valley,18.217,-63.0578,76.86,73,20,5.75,AI,1645756040
341,Kâhta,37.7855,38.6237,51.17,84,100,16.98,TR,1645756040
342,Sheopur,25.6667,76.7,62.85,55,0,5.7,IN,1645756041
343,Coquimbo,-29.9533,-71.3436,64.13,82,0,1.14,CL,1645755804
344,Takaka,-40.85,172.8,65.55,67,50,5.35,NZ,1645756042
345,Ekibastuz,51.6667,75.3667,25.03,92,100,10.16,KZ,1645755905
346,Sabang,5.8933,95.3214,82.13,75,100,22.79,ID,1645756042
347,Fare,-16.7,-151.0167,81.45,74,2,13.44,PF,1645756043
348,Safford,32.834,-109.7076,47.07,22,0,4.61,US,1645755946
349,Coyhaique,-45.5752,-72.0662,57.81,77,75,4.61,CL,1645755842
350,Comodoro Rivadavia,-45.8667,-67.5,62.46,77,0,1.14,AR,1645756044
351,Guangyuan,32.442,105.823,48.43,59,28,1.57,CN,1645756044
352,Cap Malheureux,-19.9842,57.6142,77.49,84,100,7.38,MU,1645756045
353,Prince Rupert,54.3161,-130.3201,38.89,80,0,8.05,CA,1645756045
354,Agudos,-22.4692,-48.9875,71.15,93,70,4.23,BR,1645756046
355,Yangi Marg`ilon,40.4272,71.7189,47.12,57,75,4.61,UZ,1645756046
356,Xinpu,34.5997,119.1594,46.62,43,0,9.04,CN,1645756047
